code, name
5136,SCIENCE SUPPORT
3257,
3290,
5132,ADVISORY SVCS (U.S.ANTARCTIC)
7348,TEACHER PREPARATION PROGRAM
5130,ANTARCTIC COORDINATION & INFOR
3450,
X250,
ECDM,ENVIRO CONS DESIGN & MANU INIT
V205,
T690,
T699,
T698,
V282,
4618,
7008,PUBLIC UNDERSTAND SCIENCE
H389,
H387,
7005,ETHNIC MINORITIES & WOMEN
7007,LITERACY SEC SHL PROG
7006,ELEMENTARY SCHOOL PROJECT
Z408,
5882,
5223,AGILE MANUFACTURING INITIATIVE
5222,MARINE ECOSYSTEMS STUDIES
5221,ARCTIC SOCIAL SCIENCES
5220,GEODESY & CARTOGRAPHY RESOURCE
5881,
5225,CYBERINFRASTRUCTURE & SENSORS
7460,ALTS IN HIGH ED-FOR EN SC
V916,
V918,
1554,SEISMOLOGY
7306,BE-UF: CARBON CYCLE
147E,Wind&Misc. sustainable energy
Y417,
T815,
7175,MINORITY GRADUATE FELLOWSHIPS
7174,POSTDOC FELLOW IN SCI, MATH EN
6893,ULTRA EXPLORATORY AWARDS
6892,CI REUSE
6895,Digitization
7170,MINOR GRAD FELLOWSHIPS-FY-90
6897,AGS
7172,GRADUATE RESEARCH FELLOWSHIPS
6899,OCE
6898,EAR
2945,
7179,GRAD TEACHING FELLOWS IN K-12
7307,BE-UF: BIOGEOSCIENCES
1050,MPS-INT COUNCIL OF SCIENCE UNS
1051,BIOLOGICAL PHYSICS
LX24,
1053,GLOB LEARN & OBSER TO BEN ENVI
1054,COLLAB RESRCH INIT IN NEURO, COMP, & ENG
1055,INTERFACES TO SUPERCONDUCTORS
1056,PARTNERSHIPS IN TAXONOMY
1057,CIS BASE RESEARCH
1058,COMPOSITE AND HYBRID STRUCTURES
1059,SENSORS AND SENSOR SYSTEMS FOR CIS
2225,
M627,
1697,OPPORT FOR ENHANCING DIVERSITY
1694,BE: INSTRUM DEVELOP FOR ENV AC
1695,MPS Dist Inter PostDoc Fellow Pro
1692,BE: COUPLED BIOGEOCHEMICAL CYC
1693,ENVIRONMENTAL GENOMICS
1690,EDUCATION/HUMAN RESOURCES,OCE
1691,DYN COUPLED NATURAL-HUMAN
X325,
2378,
127E,CENTERS: ENERGY
1698,DEVELOP& LEARNING SCIENCES/CRI
1699,COGNEURO
1278,INTERMEDIATE ENERGY
1279,OTHER PHYSICS
169E,SBIR Tech Enhan Partner (TECP)
1270,MATHEMATICAL SCIENCES-RESERVE
1271,COMPUTATIONAL MATHEMATICS
1272,ELEMENTARY PARTICLE PHYSICS
1273,NUCLEAR
1274,GRAVITIONAL PHYSICS
1275,THEORET-ELEMENTARY PARTIC
1276,OTHER THEORETICAL
1277,PLASMA PHYSICS
2468,
8248,SusChEM
8249,Sustainable Materials
105E,RF/Microwave & mm-wave tech
H159,
8243,TRANS TO QUAL ORG PROG-PROGRAM
8240,INTERNATIONAL PHASE OF OCEAN D
8241,GEMINI TELESCOPES-CONSTRUCTION
H152,
8244,EHR CL Opportunities (NSF 14-302)
078F,SRC - OPERATIONS & MAINTENANCE
078E,ENTERPRISE DESIGN & LOGISTICS
3119,
J265,
3116,
3114,
3113,
3111,
1472,OCEAN ENGINEERING SYSTEMS
1473,STRUCTURES I
1470,GENERAL CIVIL ENGIN-RESERVE
1471,GEOTECHNICAL ENGINEERING
1476,SOFTWARE SYSTEMS DESIGN
1477,VISION,ROBOTICS,&KNOWL BAS SYS
1474,NAT & MAN-MADE HAZARD MITIGATI
1475,COMPUTER SYSTEMS ARCHITECTURE
8645,
8640,
1304,EARTH SYSTEM HISTORY
1305,ECOLOGICAL DIVERSITY
1306,ECOLOGICAL RATES OF CHANGE
1307,GEOSYSTEM DATABASES
8422,
1301,SOCIAL & ECONOMOC SCIENCE-RES
1302,ANTARCTIC ECOSYSTEMS
1303,CLIMATE MODELING & PREDICTION
1308,GLOBAL OCEAN ECOSYSTEMS DYNAMICS
1309,GLOBAL TROPOSPHERIC CHEMISTRY
5740,CLIMATE & LARGE-SCALE DYNAMICS
T967,
5743,
092E,Control systems & applications
043E,EARTHQUAKE ENGINEERING
2591,
5586,SYSTEMS ANALYSIS
5584,DISTRIBUTION AND EQUITY
5585,REGIONAL PRODUCT RESEARCH
5582,PUBLIC SECTOR PRODUCTIVTY
5583,PUBLIC POLICY
5580,CONSUMER POLICY
5581,STPI
7594,AMS FACILITY
7593,FIELD STATIONS AND MARINE LABS
5589,RENEWBLE RES,US/USSR ACTV
7759,HC & RCC
7758,TERRESTRIAL & MARINE ECOSYS
7754,CLIMATE VARIABILITY & CHANGE
7757,LAND USE/LAND COVER
7756,CARBON CYCLE
7751,CDI TYPE II
7750,CDI TYPE I
7753,ATMOSPHERIC COMPOSITION
7752,CDI NON SOLICITED RESEARCH
1069,COLLABORATIVE RESEARCH OPPORTUN IN CISE
5309,ELEC,COMP& SYS ENG-APP RE
075F,CHESS
2599,
7470,NEES OPERATIONS
2452,
W295,
9900,INTERIOR REIMB SUPPORT AGREEMT
Y139,
1707,ADVANCED LEARNING TECHNOLOGIES
3335,
3189,
5692,
130E,CENTERS: MICRO/OPTO ELECTRONICS
3264,
3844,
3849,
7270,ENVIRONMENTAL SCIENCES EDUCATION
8670,
074F,NHMFL-OPERATIONS & MAINTENANCE
074E,PERF ANALYSIS & RELIABILITY
5303,PHY,MATH,&ENG-CHEMISTRY
021E,Water management
5304,PHY,MATH&ENG APPL-MAT RES
5305,BIOLOG & ECOLOG APPL (BS&R)
5306,MINERAL PROCESSES
7912,PROBLEM ASSESSMENT
5307,RENEWABLE MATERIALS-ENGINEERNG
0699,
0698,
5098,
6665,
5969,SUPPORT OF INTN'L ORGANIZATINS
010E,DISABILITY RES & HOMECARE TECH
010F,ATLAS - OPERATIONS & MAINTENAN
5964,EAST ASIA PACIFIC SCIEN, OTHER
5965,U. S. - HUNGARY JOINT FUND
5966,U.S. MEXICO FOUNDATION
2289,
0109,Director's Awards
3660,
2280,
2281,
2282,
2285,
0102,
032E,SENSORS AND ACTUATORS
K576,
1525,PHYSICAL & DYNAMIC METEOROLOGY
069E,ENVIRON BENIGN DESIGN & MFG
2579,
2577,
2570,
0746,Presidential Management Fellow
Y049,
0212,
0215,
0216,
0219,
124E,CENTERS: BIOENG & HEALTH CARE
2377,
2373,
9120,CROSS-DIRECTORATE PROGRAMS
X871,
3591,
9123,SOCIAL & ECONOMIC DIMENSIONS OF BIOTCHNL
9124,BIOTECHNOLOGY RESEARCH FACILITIES
9125,BIOTECHNOLOGY TRAINING & CAREER DEVLPMNT
9126,BIOTECHNOLOGY INSTRUMENTATION
9127,BIOTECHNOLOGY REPOSITORIES
9128,CE21 Type II
9129,BIOTECHNOLOGY DATABASES
3599,
3598,
1085,CISE COUNCIL NATIONAL PESQUISAS CNPq
5031,
7918,CYBER-PHYSICAL SYSTEMS (CPS)
1870,
1871,
7913,PREM
8237,CISE Interagency Agreements
7911,SRS SURVEY
7910,TECH & SYSTEMS
7917,NetS RESEARCH RESOURCES
7916,EAGER
7915,Ethics & Values of SET
7914,RAPID
2118,
V709,
6044,
2112,
8600,US/SPAIN PROG 1973
2620,
2621,
1124,ECOSYSTEMS STUDIES
2629,
1125,BIOLOGICAL RESEARCH RESOURCES
7351,THEORETICAL FOUNDATIONS (TF)
GEDI,GRADUATE EDUCATION INITIATIVE
7353,EMERGING MODELS & TECHNOLOGIES
7352,COMPUTING PROCESSES & ARTIFACT
9238,CENTER EHR OUTREACH ACTIVITIES
9239,MATERIALS CHEMISTRY
7357,PRIVATE SECTOR PARTNERSHIPS
7356,SCIENCE & MATH EDUCATION NETWR
7359,COMPUTING RES INFRASTRUCTURE
1910,CHEMICAL DYNAMICS
9236,CHEMISTRY OF LIFE PROCESSES
5101,OUTREACH AND EDUCATION
5106,ENVIRONMENTAL RESEARCH
9231,SUPPL FOR UNDERGRAD RES ASSIST
9232,RES OPPOR AWARDS(ROA) (SUPPLEM
1916,STRUCTURAL CHEMISTRY
3449,
1913,CHEMICAL PHYSICS
3443,
I189,
2024,
2757,
2027,
2020,
2021,
2028,
3145,
095E,Photonic integration
168E,SBIR/STTR/ERC Collab (SECO)
7279,SCIENCE OF LEARNING CTRS-OTHER
5216,POLAR GLACIOLOGY (ARCTIC RSCH)
5217,GEODESY & CARTOGRAPHY(ARCTIC R
5214,METEOROLOGY (ARCTIC RESEARCH)
5215,POLAR AERO & ASTROPHY (ARCTIC
5212,POLAR EARTH SCI (ARCTIC RES)
5213,POLAR OCEAN SCI (ARCTIC RES)
104E,MEMS/NEMS
5211,POLAR BIO & MEDIC ARCTIC RES
5218,ADVANCED SYS APPLI(ARCTIC RES)
5219,ARCTIC SYSTEM SCIENCE PROGRAM
6872,INNOV INSTIT INTEGRAT-HBCU-UP
Z141,
V453,
X687,
8920,
X688,
7283,INTERDISCIPLINARY MATH
7638,SBE INSTRUMENTATION AWARDS
7100,YOUNG SCHOLARS PROGRAM
7639,IRES
6868,SBE COMPLEXITY
6869,US/IRELAND R & D
3059,
6864,MICROBIAL SYS IN BIOSPHERE
6865,MPS & SOCIETY
6866,BIO & SOCIETY
6867,INFRASTRUCTURE
6860,HBCU-UP ERP
2977,
3050,
6863,SEBML-MOORE'S LAW
1043,ENVIRONMENTAL GEOCHEMISTRY
5363,ENVIRONMENTAL CYCLES OF ELEMEN
1041,INST EFFECTIVENESS AND PRODUCTIVITY
1047,MATHEMATICS CURRICULUM INITIATIVES
1046,CHEMISTRY CURRICULUM INITIATIVES
1045,CAREER: FACULTY EARLY CAR DEV
1044,ACTIVE TECTONICS
1049,INDUSTRY-UNIV COOPERATIVE RSCH PROJECTS
5369,TELECOMMUNICATIONS RESEARCH
X358,
1680,OCEAN TECH & INTERDISC COORDIN
1683,POSTDOCTORAL STARTER GRANTS
1682,NANO SCI AND ENG - MPS CORE AW
1685,NNCO ACTIVITIES
1684,THE 2010 PROJECT
1687,ITR MEDIUM (GROUP) GRANTS
1686,ITR SMALL GRANTS
1689,BIOCOMPLEXITY IN THE ENVIRONMENT
7355,INSTRUCTIONAL MATERIALS DEVELP
X353,
T463,
7354,COMPUTER SYSTEMS
7499,AFGHANISTAN
4302,
1269,STATISTICS
1268,FOUNDATIONS
8252,NATO DONATIONS FOR FELLOWSHIPS
1263,PROBABILITY
1262,MODERN ANALYSIS
1261,CLASSICAL ANALYSIS
1260,INFRASTRUCTURE PROGRAM
1267,TOPOLOGY
1266,APPLIED MATHEMATICS
1265,GEOMETRIC ANALYSIS
1264,ALGEBRA,NUMBER THEORY,AND COM
3287,
1722,INFORMATION TECHNOLOGY FOR CRIME PREVENT
7358,URBAN SYSTEMIC INITIATIVE PROG
3020,
T488,
5100,US ANTARCTIC PROGRAM
8785,
9237,SMALL GRANTS-EXPLORATORY RSRCH
7618,ACAD FOR YOUNG SCIENTISTS
7619,EQUIPMENT ACQUISITIONS
7614,STCs - 2006 CLASS
1915,EXPERIMENTAL CHEMICAL PHYSICS
7616,SECON SCHOOL STUDENT TRAI
7617,UNDERGRAD STUDENT PROJECT
7611,GEO TEACH
7612,SPECIAL PROJECTS (SCIENCE EDUC
1914,INORGANIC CHEMICAL DYNAMICS
131E,CENTERS: NANOSCIENCE & TECH
1468,Manufacturing Machines & Equip
1465,PRODUCTION SYSTEMS
8650,Sustainable Chemistry
8653,INSPIRE Track-1 (Creativ)
1466,SOLID-STATE & MICROSTRUCTURES
1460,SCIE BASE DEV IN DESIGN,MANUFA
1463,INTEGRATION ENGINEERING
8656,INSPIRE Director's Awards
1317,METHODS FOR INTEGRATED ASSESSMENTS
1316,LAND-MARGIN ECOSYSTEMS RESEARCH
1315,JOINT GLOBAL OCEAN FLUX STUDY
1314,INSTITUTES FOR GLOBAL CHANGE
1312,GREENHOUSE GAS DYNAMICS
1311,LINGUISTICS
1310,ANTHROPOLOGY
146E,Solar energy
1319,RIDGE INTERDISC GLOBAL EXPERIMENTS
1318,POLAR OZONE-UV RADIATION EFFECTS
6446,
5750,MAGNETOSPHERIC PHYSICS
5757,TECHNOLOGY & RESOURCE POLICY
5756,PRODUCTIVITY IMPROVEMENT RESEA
5754,SCIENCE & INNOVATION POLICY
7286,BIOCOMPUTATION
5759,POLICY SCIENCES
5758,SPECIAL REPORTS & PROJECT
5591,NONCONVENTIONAL FOODS
5590,INNOVATIVE BIOSYNTHESIS
5593,MINERAL MARKET BEHAVIOR
5592,BIOMASS UTILIZATION
5595,MINERAL PROCESSING TECHNOLOGY
5594,RESOURCE DEVELOP & CONSER
5597,EARTHQUAKE HAZARDS MITIGAT DES
5596,EARTHQUAKE HAZDS MITIGAT-SITIN
5598,SOCIETAL RESPONSE RESEARCH
7728,PASI
7285,INTEGRATED CARBON CYCLE RESEAR
7720,CEIN
7721,FROM DATA TO KNOWLEDGE
7722,COMPLEXITY
7723,EXPERIMENTAL EXPEDITIONS
7724,SOFTWARE FOR REAL-WORLD SYSTMS
7725,CDI-VIRTUAL ORGANIZATIONS
7726,DATANET
7727,IRES
1234,NUCLEAR PRECISION MEASUREMENTS
059E,Complex fluids
1235,NUCLEAR SCIENCES
3945,
8660,
8043,System Design and Simulation
8329,EGYPT
035E,NOISE, ACOUSTICS, VIBRATIONS
6700,INFORMATION TECHNOLOGY
X630,
1231,FACILITIES
8046,I-Corps - Sites
2025,
4123,
8047,Veterans Involvement
4125,
7434,CNCI
4196,
7436,DIGITAL LIBRARIES
7437,CENTRES FOR OCEAN SCI EDU EXCE
7430,UNDERGRAD FACULTY ENHANC PROGR
7431,CCLI - ASA
7432,AMISR
7433,CyberInfra Frmwrk 21st (CIF21)
5686,
5681,
7439,Comp Ed Res (CER)
L634,
4192,
091P,BUSINESS MGMT SVCS (RES.GOV)
4705,CWF NBS 1081 75-7
6676,
1333,METHOD, MEASURE & STATS
091E,Light generation & detection
2832,CURRICULUM ACTIVITY
4050,COMP & INFORM SCIE & ENG-RES
V173,
5979,Europe and Eurasia
5978,EAST ASIA AND PACIFIC PROGRAM
2691,
L520,
5973,FSU SUPPLEMENTS
5972,RSRCS STUDIES & ASSESSMNT
5971,SCIENTIFIC ORGANIZATIONS
5970,SCIENTIFIC ORGS & RESOURCES PR
5977,AMERICAS PROGRAM
5976,AFRICA, NEAR EAST, & SO ASIA
5974,CHILE
1919,STRUCTURAL CHEM & THERMODYNAMS
3613,
2291,
2290,
2296,
V427,
7339,COMPUTER VISION
1918,CHEMICAL THERMODYNAMICS
2569,
012F,CMS - OPERATIONS & MAINTENANCE
2561,
2560,
1048,COMBINED RES-INDUST SCHOLORSHIP PROJECT
Y851,
2368,
T707,
5041,
2361,
7926,ALGORITHMS
7927,COMPLEXITY & CRYPTOGRAPHY
7924,MEDIUM PROJECT
7925,LARGE PROJECT
0000,UNASSIGNED
7923,SMALL PROJECT
9135,MINORITY RESEARCH INITIATION
077E,SIMULATION MODELS
7298,COLLABORATIVE RESEARCH
7299,Catalyzing New Intl Collab
9139,INFORMATION INFRASTRUCTURE & TECH APPL
9138,CAREER ADVNCMT AWDS-MINORITIES
5024,
7928,QUANTUM COMPUTING
7929,COMPUTATIONAL GEOMETRY
1862,
4444,INTERDISCIPLINARY PROPOSALS
1866,
3724,
3727,
DHCI,DATABA & DATA ACC FOR HU CAP
5579,PUBLIC POLICY & DISADVANT
017P,FEDERAL AUDIT CLEARINGHOUSE
1613,PHYSICAL LIMNOLOGY
6055,
V059,
2100,INSTITUTIONAL GRANTS SCI
017E,Cellular and Tissue Engineering
017F,EARTHSCOPE-SCIENCE UTILIZATION
5115,Antarctic Astrophys&Geosp Sci
5114,METEOROLOGY (US ANTARCTIC RES)
5117,GEODESY & CARTOGRAPHY(US ANTAR
5116,ANTARCTIC GLACIOLOGY
5111,ANTARCTIC ORGANISMS & ECOSYST
5210,ENVIRONMENTAL RES (ARCTIC RES)
5113,ANTARCTIC OCEAN & ATMOSPH SCI
5112,ANTARCTIC EARTH SCIENCES
2636,
2630,
V113,
5571,PUBLIC SECTOR TECHNOLOGY
9229,RES IN UNDERGRAD INST-RESEARCH
9228,UNDERGRAD. COLL SUPP- RESEARCH
9227,PRESID. YOUNG INVESTIGATORS
9226,INDO-US SCIENCE & TECH IN
9225,VISITNG PROFESS FOR WOMEN
9223,ENVIRON BENIGN CHEMICAL SYNTH & PROCESS
9222,CAREER ADVANCEMENT AWARDS FOR WOMEN
9221,RESEARCH PLANNING GRANTS FOR WOMEN
9220,RES OPPORTUNITIES FOR WOMEN
1537,ENRICHMENT COURSES
V592,
X235,
1240,ATOMIC,MOLECULAR,&OPTICAL PHYS
108E,Bioelectronics
4593,
2035,
1534,HBCU
2746,
1533,CAREER WORKSHOPS
4846,
L122,
3483,
2039,
1246,NUCLEAR THEORY
T906,
5201,ARCTIC RESEARCH PROJECTS
5200,ARCTIC RESEARCH PROGRAM
5203,EARTH SCIENCES-TOT(ARCTIC RES)
5202,ARCTIC RES & POLICY SUPPORT PR
5205,ARCTIC RESRCH SUPPRT & LOGISTI
5204,GENERAL ARCTIC RESEARCH SUPPRT
5207,DDOP:SEED FUNDS
5209,ENVIR SOCIAL & BEHAVIOR SCIENC
5208,ARCTIC RESEARCH AND EDUCATION
3525,
3544,
4061,NETWORKING PROGRAM
7322,HSD - DEC, RISK & UNCERTAINTY
1619,Bacterial Artificial Chromosomes
3548,
X072,
1964,INORGANIC, BIOINORGANIC & ORGN
8910,
W513,
1614,SURVEY METHODS
1788,NANOMANUFACTURING
2966,
2960,
1780,SPECIAL PROJECTS (MATERIALS RE
7328,ICSU
1782,SYNCHROTRON RADIATION FACILITY
T010,
141E,Plasmonic nanostructures
1786,MANFG ENTERPRISE SYSTEMS
1787,SERVICE ENTERPRISE SYSTEMS
3049,
V335,
7111,SCIENCE ED FOR PRE-COLLEG
1610,PHYSICAL OCEANOGRAPHY
6879,STRUCTURE, DYNAMIC & MECHANISM
6878,Chemical Synthesis
6877,ALGORITHMS IN THREAT DETECTION
6876,MULTI-SCALE MODELING (MSM)
6875,EMERG TOPICS BIOGEOCHEM CYCL
3042,
3045,
3044,
I411,
1078,AWARDS TO FACILITATE GEOSCIENCE EDUCATIO
1079,ARCTIC RESEARCH
1076,PECASE-award
5374,MANAGEMENT OF TECHNOLOGY PRGM
1074,K-12
1075,LIFE IN EXTREME ENVIRONMENTS
5371,SMALL BUSINESS PHASE I
1073,HIGHER EDUCATION
1070,INTERNATIONAL CONTINENTAL DRILLING PROG
1071,HUMAN LANGUAGE RESOURCES
109E,Sys theory in biology & medicine
X528,
1678,ASTRNMY & ASTRPHYS RES GRANTS
1679,INTERNATIONAL COORDINATION ACT
1674,NANOSCALE: INTRDISCPL RESRCH T
1675,NANOSCALE: SCIENCE & ENGIN CTR
1676,NANOSCALE: EXPLORATORY RSRCH
T472,
1670,CHEMICAL OCEANOGRAPHY
1671,OCEANIC CHEMISTRY
1672,HYDROCHEMISTRY
1673,EL NINO SOUTHERN OSCILLATION
1094,POLICY SCIENCES
1095,TERRESTRIAL ECOLOGY FOR GC (TECO)
1096,NEURAL SYSTEMS
1097,DIVERSITY: ROLE IN ECOSYSTEMS
8225,SaTC Special Projects
1092,SBER HUMAN CAPITAL INITIATIVE
1093,HDGC RESEARCH CENTERS AND TEAMS
3826,
167E,SBIR I/UCRC Membership
1912,ORGANIC CHEMICAL DYNAMICS
1099,NSF/EPA JOINT COMPETITION
T708,
5182,SAFETY, ENVIRONMENT, & HEALTH
3136,
107E,Magnetics and spin electronics
7609,IUCRC FUNDAMENTAL RESEARCH
7608,PREM
7607,Engy, Pwr, Ctrl, Ntwks (EPCN)
7606,FUTURE INTERNET DESIGN (FIND)
7605,PLANETARY BIODIVERSITY INVENT
7604,NANOSIMULATON GROUPS/NETWORK
7603,SCIENCE, TECH & SOCIETY
7602,INFORMATION INTEGRATION
7601,NAT NANOTECHNOLOGY INFRAST NET
1418,MINERALS & PRIMARY MATS PROCES
1419,ENG, U.S./U.S.S.R. ACTIVI
4643,
1410,ENG SCI IN CHEM,BIOCHEM & THER
1411,CHEMICAL & BIOCHEMICAL SYSTEMS
1412,HEAT TRANSFER
1413,ENGINEERING ENERGETICS
1414,INTERFAC PROCESSES & THERMODYN
1415,PARTICULATE &MULTIPHASE PROCES
1416,KINETICS,CATALYSIS&REACTION EN
1417,CHEMICAL & BIOLOGICAL SEPAR
1322,SEA LEVEL CHANGES
1323,SOLAR INFLUENCES
1320,ECONOMICS
1321,DECISION RISK & MANAGEMENT SCI
1326,WORLD OCEAN CIRC EXPERIMENTS
1327,SBE INSTRUMENTATION
1324,CLIMATE VARIABILITY AND PREDICTABILITY
1325,WATER & ENERGY: ATMO, VEG, EARTH
7293,DISASTER RESPONSE TEAMS
1329,PLANT GENOME RESEARCH PROJECT
I362,
037F,OCEAN OBSERVATORIES INITIATIVE
6900,ECONOMICS OF INFORMATION
4202,UPPER ATMOSPHERIC FACILITIES
4203,CLIMATE SIMULATION LAB AT NCAR
4200,NAT CENTER FOR ATMOSPHERIC RES
5762,PUBLIC SECTOR UTILIZATION
5763,EXP DESIGN & EVALUATION
5760,EXPER R&D INCENTIVES PRGM
5761,INDUSTRY/UNIV COOP RES CENTERS
090E,Chem/Bio and Physical Diagnostics
1917,THEORETICAL CHEMICAL PHYSICS
7294,SCIENCE & ENGINEERING INFORMAT
5566,ENVIRON, LEGAL, & INSTIT
5560,ENERGY CONVERSION
5561,ENERGY RESOURCES
5562,ENERGY FUEL & TRANSPORTA.
5563,AUTO PROPULSION RESEARCH
1524,ATMOSPHERIC CHEMISTRY
1257,MID-SCALE INSTRUMENTATION
1526,INSTITUTION-WIDE REFORM PROGRAM
1255,INDIANA UNIV (CYCLOTRON FACIL)
1252,LIGO RESEARCH SUPPORT
1253,OFFICE OF MULTIDISCIPLINARY AC
1522,PHYSICAL METEOROLOGY
1523,SOLAR-TERRESTRIAL
7732,CIMBS
7731,OTHER GLOBAL LEARNING & TRNING
7737,CHEMISTRY NHMFL
1529,LOWER ATMOSPHER OBSER FACILITI
7735,NANO EHS CORE
7734,NANO CTR FOR LEARN & TEACHING
152E,Cyber-Physical Systems
3959,
125E,CENTERS: CIVIL INFRASTRUCTURE SYS
7295,GEOBIOLOGY & LOW TEMP GEOCHEM
1627,EXPLOR RESRCH ON ENG THE TRANSPORT INDUS
j148,
3955,AIR FORCE REIMB SUPP AGREEMENT
5187,ENVIRONMENT
4110,NASA
4111,
2255,
4118,NASA
2254,
7296,SENSOR SMALL TEAMS (SST)
T980,
9175,POST-DOCTORAL FELLOWSHIPS
Y443,
7427,CCLI-EDUCATIONAL MATERIALS DEV
7426,CCLI-ADAPTATION AND ADOPTION
7425,COLLEGE FACULTY SHORT COURSES
7424,FACULTY RESEARCH PARTICIP
7423,Energy collection & storage
7422,SCIENCE FAC PROF DEV-FELL
H194,
132E,CENTERS: SENSING & INFO SYS
2250,
7429,CCLI-NATIONAL DISSEMINATION
7428,CCLI-ADAPTATION AND IMPLEMENTA
2477,
7297,SENSOR INTERDIS RESEARCH GROUP
M193,
2476,
076E,SERVICE ENTERPRISE SYSTEMS
076F,CHESS-OPERATIONS & MAINTENANCE
6600,BEHAVIORAL ASPECTS OF INFO TRA
2972,
3057,
076P,MRI ENHANCEMENT EVAL.
5946,UNITED KINGDOM
5947,BELGIUM
5944,EGYPT (COOP SCIENCE)
SMET,SCIENCE, MATH, ENG & TECH EDUCATION
5942,KOREA
5943,PAKISTAN (COOPERATIVE SCIENCE)
5940,TURKEY
5941,NEW ZEALAND
3052,
4068,ADV SCIENTIF COMPUTING SPEC PR
016P,CFO COUNCIL INTERAGENCY
5948,NETHERLANDS
3053,
5780,R&D ENERGY POLICY PROGRAM
6862,HBCU-UP IMP ACE
2975,
016F,EARTHSCOPE-OPERATIONS & MAINTE
016E,POLLUTION AVOIDANCE
7417,S AND T HIGH-END COMPUTING
3603,
3529,
5152,ENVIRONMENTAL COORDINATION ACT
058E,Newtonian fluids
3606,
X047,
5360,INTEGRATED BASIC RESEARCH
034E,Dynamical systems
W415,
7418,COURSE & CURRICULUM-ENGINEERNG
5367,PLANT PRODUCTIVITY
H186,
5364,POPULATION REDISTRIBUTION
5365,MINERAL RESOURCES
W134,
2983,
2359,
048F,NSO - OPERATIONS & MAINTENANCE
3344,
0765,
0764,
5368,SUBSTITUTE MATERIALS
7931,COMPUTATIONAL BIOLOGY
7282,Midscale Physics Projects
7933,NUM, SYMBOL, & ALGEBRA COMPUT
7932,COMPUT GAME THEORY & ECON
7935,COMM & INFORMATION THEORY
7934,PARAL/DISTRIBUTED ALGORITHMS
9108,CLB-Non-Career
7936,SIGNAL PROCESSING
9106,BIOPROCESSING
9107,BIOELECTRONICS AND BIONETWORKS
9104,ENVIRONMENTAL BIOTECHNOLOGY
9105,INTELLIGENT CONTROL INITIATIVE
9102,WOMEN, MINORITY, DISABLED, NEC
9103,NSF COLLABS FOR EXCELL IN TEACHER PREPAR
9100,UNDIST PANEL/IPA FNDS-PLNT GEN
9101,Chem Struct,Dynmcs&Mechansms A
1898,
7974,GRAD RESEARCH SUPPLEMENT
5189,HEALTH
9140,Career Life Balance
3730,
1681,ADVANCE - FELLOWS
9141,RES IN UNDERGRAD. INST - EQUIP
7451,NSEE CORE
7970,Combinatorics
1442,CONSTRUCTION AND INFRASTRUCTUR
9145,SPECIAL PROGRAMS-RESERVE
2649,
2641,
V104,
V101,
X350,
9218,BASIC RESEARCH & HUMAN RESORCS
9219,POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
1688,ITR LARGE GRANTS
7186,MICROBIAL BIO STARTER GRANT
X592,
9217,NATNL RESERCH & EDUCAT NETWORK
9215,HIGH PERFORMANCE COMPUTING SYSTEMS
I168,
001P,GRANTS.GOV
3423,
X756,
H332,
T508,
9234,PR YOUNG INV/RES IN UNDGR INST
001E,Air pollution
2006,
001B,Big Pitch
4859,
4858,
4851,
4582,
6961,
T648,
166E,SBIR Phase IICC
T489,
T716,
9235,RESEARCH ON TEACHING & LEARNIN
2852,COMPUTER SCIENCE NETWORK ACTIV
4300,NAT OPT ASTRONOMY OBSERVS-NOAO
106E,Mixed signal technologies
3557,
3556,
3553,
MANU,MANUFACTURING
3551,
3558,
Z464,
8625,
8905,
8900,
UNKN,Primary initiative not assigned
1798,
I355,
1793,MSP-OTHER AWARDS
1792,MSP-TARGETED AWARDS
1791,MSP-COMPREHENSIVE AWARDS
1790,STC CENTERS-ESTABLISHED
1797,DOCTORAL HBCU RSRCH CAPACITY
1796,STEM TALENT EXPANSN PGM (STEP)
1795,ROBERT NOYCE SCHOLARSHIP PGM
1794,BE-MAT USE:SCIENCE,ENG&SOCIETY
3284,
6840,ROBOTICS
6846,UNIVERSAL ACCESS
6845,HUMAN COMPUTER INTER PROGRAM
X376,
1068,MONGOLIA
X374,
X375,
1061,VIETNAM
5301,PHY, MATH & ENG APPLIC-COMP SC
1063,METABOLIC ENGINEERING INITIATIVE
1062,BASIC PLASMA SCIENCE & ENGINEERING
1065,TECH RELEVANT TO NEXT GENRATION VEHICLES
1064,URBAN INFRASTRUCTURE
1067,SMALL PACIFIC ISLAND NATIONS
1066,SOUTH AFRICA
5959,JAPAN INITIATIVE PROGRAM
7955,CIGIE ASSESSMENT
X570,
1669,SMALL GRANTS FOR PRELIMINARY RESEARCH
1668,FED CYBER SERV: SCHLAR FOR SER
1667,HIGH CONFIDENCE SYSTEMS
1666,RESEARCH ON LEARNING & EDUCATI
1665,RESEARCH ON LEARNING & EDUCATI
1664,RESEARCH COORD NETWK IN BIO SC
1663,NEARBY STARS (NSTARS)
1662,PARTNRSHIPS FOR INNOVATION-PFI
1661,ITR COMPETITION FOR OVER $500K
1660,ITR COMPETITION FOR UNDER $500K
1087,INTERNET TECHNOLOGIES
1086,DIGITAL LIBRARIES INITIATIVE
153E,Wireless comm & sig processing
1084,NANOTECHNOLOGY INITIATIVE
